Price,Address,Description,Bed_Bath,Lease_Type,Room_Info,Gender,Scraped_At
$970 / Month,"345 King St N, Waterloo",Spacious+Large Single Room +Private Bathroom,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:37
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:37
$822 / Month,"268 Phillip St, Waterloo","1 bedroom @ 268 Phillip, Female Only",,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:59:37
Spring 4 Month 1 Room (of 3)Female Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:59:37
$975 / Month,"145 Columbia St W, Waterloo",145 columbia street west,,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:59:37
Winter 4 Month 1 Room (of 2)Male Only,,,,Winter 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:59:37
$900 / Month,"338 Albert St, Waterloo",1/3 bedrooms all male spring 2025 sublet,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:59:38
Spring 4 Month 1 Room (of 3)Male Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:59:38
$800 / Month,"333 Lester St, Waterloo",SUBLETTING 2 ROOMS FOR SPRING 2025 (MAY-AUGUST) ...,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 18:59:42
Spring 4 Month 2 Rooms (of 5)Female Only,,,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 18:59:42
$815 / Month,"104 University Ave W, Waterloo",1/5 Bedroom 2 Bathroom All Male Unit Available ...,5 Bed 2 Bath,Fall Lease,1 of 5 rooms,Male Only,2025-08-02 18:59:42
$815 / Month,"104 University Ave W, Waterloo",1/5 Bedroom 2 Bathroom All Male Unit Available ...,5 Bed 2 Bath,Fall Lease,1 of 5 rooms,Male Only,2025-08-02 18:59:42
$815 / Month,"104 University Ave W, Waterloo",4/5 Bedroom 2 Bathroom All Female Unit Available! ...,5 Bed 2 Bath,Fall Lease,4 of 5 rooms,Male Only,2025-08-02 18:59:42
$900 / Month,"252 Phillip St, Waterloo",Hespeler House Spring 2025,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:59:42
Spring 4 Month 1 Room (of 4)Coed,,,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:59:42
$800 / Month,"295 Lester St, Waterloo",1 Large Bedroom with ensuite bathroom,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:42
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:42
$750 / Month,"74 Marshall St, Waterloo",Private Bedroom with ensuite bathroom,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:42
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:42
$850 / Month,"27 Bricker Ave, Waterloo",2 Rooms available,,Spring 4 Month,2 of 3 rooms,Coed,2025-08-02 18:59:42
Spring 4 Month 2 Rooms (of 3)Coed,,,,Spring 4 Month,2 of 3 rooms,Coed,2025-08-02 18:59:42
$800 / Month,"330 Phillip St, Waterloo",Fully Furnished Bedroom with Wonderful View in ...,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:59:42
Spring 4 Month 1 Room (of 4)Coed,,,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:59:42
$935 / Month,"114 University Ave W, Waterloo",2 Rooms available in conveniently located apartment ...,,Spring 4 Month,2 of 5 rooms,Coed,2025-08-02 18:59:42
Spring 4 Month 2 Rooms (of 5)Coed,,,,Spring 4 Month,2 of 5 rooms,Coed,2025-08-02 18:59:42
$600 / Month,"333 Spruce St, Waterloo",,,Spring 4 Month,3 of 3 rooms,Male Only,2025-08-02 18:59:42
Spring 4 Month 3 Rooms (of 3)Female Only,,,,Spring 4 Month,3 of 3 rooms,Male Only,2025-08-02 18:59:42
$610 / Month,,"Lester St, Waterloo",,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:42
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:42
$849 / Month,"79 Westmount Rd N, Waterloo","79 Westmount Rd N, Waterloo",,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:42
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:42
$1150 / Month,"330 Phillip St, Waterloo",3 Rooms Available in a Icon Rubix Unit,,Spring 4 Month,3 of 3 rooms,Coed,2025-08-02 18:59:42
Spring 4 Month 3 Rooms (of 3)Coed,,,,Spring 4 Month,3 of 3 rooms,Coed,2025-08-02 18:59:42
$815 / Month,"104 University Ave W, Waterloo",2/5 Bedroom 2 Bathroom All Female Unit Available! ...,5 Bed 2 Bath,Fall Lease,2 of 5 rooms,Male Only,2025-08-02 18:59:42
$1000 / Month,"275 Larch St, Waterloo",Modern 1 Bedroom Private Bathroom,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:59:42
Spring 4 Month 1 Room (of 2)Female Only,,,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:59:42
$795.42 / Month,"104 University Ave W, Waterloo","5-Bed, 2-Bath Apartment",,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:42
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:42
$802 / Month,"268 Phillip St, Waterloo",WCRI Split level Clean & Quite,,Spring 4 Month,2 of 3 rooms,Coed,2025-08-02 18:59:42
Spring 4 Month 2 Rooms (of 3)Coed,,,,Spring 4 Month,2 of 3 rooms,Coed,2025-08-02 18:59:42
$1200 / Month,"330 Phillip St, Waterloo",Icon 2 bedroom unit for rent,,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 18:59:42
Spring 4 Month 2 Rooms (of 2)Coed,,,,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 18:59:42
$1000 / Month,"330 Phillip St, Waterloo",ICON 1/2 SPRING SUBLET 2025,,Spring 4 Month,1 of 2 rooms,Coed,2025-08-02 18:59:43
Spring 4 Month 1 Room (of 2)Coed,,,,Spring 4 Month,1 of 2 rooms,Coed,2025-08-02 18:59:43
$1345 / Month,"145 Columbia St W, Waterloo",1 Room in 2 Bedroom at Society 145,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:59:43
Spring 4 Month 1 Room (of 2)Female Only,,,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:59:43
$550 / Month,"111 University Ave W, Waterloo",Room available for summer sublet in house,,Spring 4 Month,1 of 7 rooms,Male Only,2025-08-02 18:59:43
Spring 4 Month 1 Room (of 7)Female Only,,,,Spring 4 Month,1 of 7 rooms,Male Only,2025-08-02 18:59:43
$965 / Month,"208 Sunview St, Waterloo",Subletting 1 spacious room for spring near UW,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:59:43
Spring 4 Month 1 Room (of 4)Female Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:59:43
$790 / Month,"333 King St N, Waterloo",1 Room- May-Aug 2025,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:43
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:43
$750 / Month,"333 King St N, Waterloo",Private Room with Ensuite available (May 1st ...,,Spring 4 Month,1 of 6 rooms,Male Only,2025-08-02 18:59:43
Spring 4 Month 1 Room (of 6)Male Only,,,,Spring 4 Month,1 of 6 rooms,Male Only,2025-08-02 18:59:43
$850 / Month,"250 Phillip St, Waterloo",,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:59:43
Spring 4 Month 1 Room (of 4)Coed,,,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:59:43
$850 / Month,"295A Lester St, Waterloo",Spacious bedroom with an ensuite bathroom,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:43
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:43
$917 / Month,"280 Phillip St, Waterloo",WCRI Fenwick Summer 2025 Sublet - 3B1B,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:59:43
Spring 4 Month 1 Room (of 3)Male Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:59:43
$900 / Month,"345 King St N, Waterloo",,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:43
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:43
$800 / Month,"167 King St N, Waterloo",,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:43
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:43
$2450 / Month,"145 Columbia St W, Waterloo",2-bdrm Apt @ Society 145,,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 18:59:47
Spring 4 Month 2 Rooms (of 2)Coed,,,,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 18:59:47
$785 / Month,"167 King St N, Waterloo",,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:47
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:47
$500 / Month,"268 Phillip St, Waterloo",,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:59:47
Spring 4 Month 1 Room (of 4)Female Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:59:47
$745 / Month,"134 Columbia St W, Waterloo",Private Bedroom,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:47
Winter 4 Month 1 Room (of 5)Male Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:47
$830 / Month,"333 King St N, Waterloo",,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:59:47
Spring 4 Month 1 Room (of 4)Coed,,,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:59:47
$970 / Month,"339 King St N, Waterloo",1 Bedroom + Ensuite,,Spring Lease,1 of 5 rooms,Male Only,2025-08-02 18:59:47
$1425 / Month,"29 Barrel Yards Blvd, Waterloo","29 Barrel Yards Blvd, Waterloo",,Spring 8 Month,1 of 2 rooms,Coed,2025-08-02 18:59:47
Spring 8 Month 1 Room (of 2)Coed,,,,Spring 8 Month,1 of 2 rooms,Coed,2025-08-02 18:59:47
$600 / Month,"345 King St N, Waterloo",,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 18:59:47
Spring 4 Month 2 Rooms (of 5)Female Only,,,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 18:59:47
$600 / Month,"255 Sunview St, Waterloo",1 Room Available for Spring Sublet,,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 18:59:47
Spring 4 Month 1 Room (of 3)Coed,,,,Spring 4 Month,1 of 3 rooms,Coed,2025-08-02 18:59:47
$600 / Month,"251 Lester St, Waterloo",,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:47
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:47
$650 / Month,"203 Lester St, Waterloo",Private room for rent!!,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:47
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:47
$699 / Month,"45 Columbia St W, Waterloo",Spring Sublet - Private Room in 5 Bed 2 Bath Apartment ...,5 Bed 2 Bath,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:47
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:47
$1050 / Month,"252 Phillip St, Waterloo",,,Spring 4 Month,2 of 4 rooms,Male Only,2025-08-02 18:59:47
Spring 4 Month 2 Rooms (of 4)Female Only,,,,Spring 4 Month,2 of 4 rooms,Male Only,2025-08-02 18:59:47
$700 / Month,"188 King St N, Waterloo",Extremely Spacious Apartment (May - August 2025) ...,,Spring 4 Month,5 of 5 rooms,Coed,2025-08-02 18:59:47
Spring 4 Month 5 Rooms (of 5)Coed,,,,Spring 4 Month,5 of 5 rooms,Coed,2025-08-02 18:59:47
$800 / Month,"167 King St N, Waterloo",Spring Sublet. 5 min from UW and Laurier. Big ...,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:47
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:47
$650 / Month,"110 University Ave W, Waterloo",S25 Uni/Lester Sublet w Private Bathroom,,Spring 4 Month,2 of 4 rooms,Coed,2025-08-02 18:59:47
Spring 4 Month 2 Rooms (of 4)Coed,,,,Spring 4 Month,2 of 4 rooms,Coed,2025-08-02 18:59:47
$950 / Month,"252 Phillip St, Waterloo",Hespeler House 1 Bed with in-suite Washroom,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:59:47
Spring 4 Month 1 Room (of 4)Female Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:59:48
$573 / Month,"110 Columbia St W, Waterloo",Spacious 5 Bedroom Apartment Ready for Sublet ...,,Spring 4 Month,5 of 5 rooms,Male Only,2025-08-02 18:59:48
Spring 4 Month 5 Rooms (of 5)Female Only,,,,Spring 4 Month,5 of 5 rooms,Male Only,2025-08-02 18:59:48
$800 / Month,"181 Lester St, Waterloo",,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:48
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:48
$2250 / Month,"145 Columbia St W, Waterloo",2 Bedroom Society 145 Condo for Spring 2025,,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 18:59:48
Spring 4 Month 2 Rooms (of 2)Coed,,,,Spring 4 Month,2 of 2 rooms,Coed,2025-08-02 18:59:48
$595 / Month,"345 King St N, Waterloo",,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:59:48
Spring 4 Month 1 Room (of 4)Coed,,,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:59:48
$700 / Month,"337 Spruce St, Waterloo",EN SUITE FURNISHED ROOM AT SPRUCE ST,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:48
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:48
$875 / Month,"315 King St N, Waterloo",4 BEDROOM AND 4 WASHROOM- SPRING 2025,,Spring 4 Month,4 of 5 rooms,Coed,2025-08-02 18:59:48
Spring 4 Month 4 Rooms (of 5)Coed,,,,Spring 4 Month,4 of 5 rooms,Coed,2025-08-02 18:59:48
$880 / Month,"28 University Ave E, Waterloo",1 bedroom private ensuit bathroom,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:48
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:48
$500 / Month,"208 Sunview St, Waterloo",,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:48
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:48
$900 / Month,"256 Phillip St, Waterloo",Rez-One Summer 25 Sublet,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:59:48
Spring 4 Month 1 Room (of 4)Male Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:59:48
$700 / Month,"181 Lester St, Waterloo",,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:48
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:48
$700 / Month,,"376 Vogel Pl, Waterloo",5 Bed 5 Bath,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:48
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:48
$825 / Month,"181 Lester St, Waterloo",SPRING SUBLET FEMALE - 1 bedroom on Lester,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:48
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:48
$855 / Month,"333 King St N, Waterloo",Private bedroom and bathroom in King Street Towers ...,,Spring 4 Month,1 of 1 rooms,Male Only,2025-08-02 18:59:48
Spring 4 Month 1 Room (of 1)Female Only,,,,Spring 4 Month,1 of 1 rooms,Male Only,2025-08-02 18:59:48
$650 / Month,"208 Sunview St, Waterloo",,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:52
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:52
$890 / Month,"337 Spruce St, Waterloo",1 bed with ensuite,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:52
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:52
$930 / Month,"339 King St N, Waterloo",,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:52
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:52
$750 / Month,"110 University Ave W, Waterloo",Private Ensuite apartment near campus,,Spring 4 Month,1 of 1 rooms,Coed,2025-08-02 18:59:52
Spring 4 Month 1 Room (of 1)Coed,,,,Spring 4 Month,1 of 1 rooms,Coed,2025-08-02 18:59:52
$650 / Month,"360 Erb St. W, Waterloo",1 bedroom in townhouse,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:52
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:52
$650 / Month,,"226 Lynnvalley Ct, Kitchener",,Winter Lease,1 of 3 rooms,Coed,2025-08-02 18:59:52
$700 / Month,"268 Phillip St, Waterloo",3-Min Walk | All-inclusive | 3 Bedroom 1 Bath ...,3 Bed 1 Bath,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:59:52
Spring 4 Month 1 Room (of 3)Female Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:59:52
$650 / Month,"641 Albert St, Waterloo",,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:52
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:52
$350 / Month,"271 Lester St, Waterloo",1 Room in Fully Furnished Apartment,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:52
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:52
$900 / Month,"345 King St N, Waterloo",Spacious 1 Bedroom Apartment Sublet April 2025 ...,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:52
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:52
$750 / Month,"246 Lester St, Waterloo",SPRING 2025 - 2 Bed + 2 Bath Available,2 Bed 2 Bath,Spring 4 Month,2 of 2 rooms,Male Only,2025-08-02 18:59:52
Spring 4 Month 2 Rooms (of 2)Female Only,,,,Spring 4 Month,2 of 2 rooms,Male Only,2025-08-02 18:59:52
$650 / Month,"345 King St N, Waterloo",3 Bedroom 2 bathroom apartment,3 Bed 2 Bath,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:59:52
Spring 4 Month 1 Room (of 3)Female Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:59:52
$1300 / Month,"255 Sunview St, Waterloo",Entire 1 Bedroom Suite (No roommates),,Spring 4 Month,1 of 1 rooms,Coed,2025-08-02 18:59:52
Spring 4 Month 1 Room (of 1)Coed,,,,Spring 4 Month,1 of 1 rooms,Coed,2025-08-02 18:59:52
$675 / Month,"185 King St N, Waterloo",Spacious bedroom w/en suite bathroom,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:52
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:52
$650 / Month,"208 Sunview St, Waterloo",,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:52
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:52
$800 / Month,"268 Phillip St, Waterloo",,,Winter 4 Month,4 of 4 rooms,Coed,2025-08-02 18:59:52
Winter 4 Month 4 Rooms (of 4)Coed,,,,Winter 4 Month,4 of 4 rooms,Coed,2025-08-02 18:59:52
$650 / Month,"203 Lester St, Waterloo",,,Spring 4 Month,3 of 5 rooms,Male Only,2025-08-02 18:59:52
Spring 4 Month 3 Rooms (of 5)Female Only,,,,Spring 4 Month,3 of 5 rooms,Male Only,2025-08-02 18:59:52
$900 / Month,"110 University Ave W, Waterloo",,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:53
Winter 4 Month 1 Room (of 5)Female Only,,,,Winter 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:53
$600 / Month,"28 University Ave E, Waterloo",Price is negotiable!,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:53
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:53
$760 / Month,"417 Keats Way, Waterloo","417 Keats Way, Waterloo",,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 18:59:53
Spring 4 Month 2 Rooms (of 5)Female Only,,,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 18:59:53
$701 / Month,,"303 Westcourt Pl, Waterloo",,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:59:53
Spring 4 Month 1 Room (of 4)Coed,,,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:59:53
$650 / Month,"208 Sunview St, Waterloo",Bedroom in 5bed2bath,5 Bed 2 Bath,Spring Lease,1 of 5 rooms,Coed,2025-08-02 18:59:53
$650 / Month,"263 Hazel St, Waterloo",,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:53
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:53
$300 / Month,"16 Columbia St W, Waterloo",1 bedroom Spring Sublet,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:53
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:53
$1800 / Month,"309 King St N, Waterloo","Sunny, fully-furnished one-bedroom apartment available ...",,Winter Lease,1 of 1 rooms,Coed,2025-08-02 18:59:53
$903 / Month,"181 Lester St, Waterloo",181 Lester (2 Rooms Available - Spring 2024),,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 18:59:53
Spring 4 Month 2 Rooms (of 5)Female Only,,,,Spring 4 Month,2 of 5 rooms,Male Only,2025-08-02 18:59:53
$550 / Month,"121 University Ave E, Waterloo",Fully Furnished 1 bed 2.5 bath Summer Term,1 Bed 5 Bath,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:53
Spring 4 Month 1 Room (of 5)Coed,,,,Spring 4 Month,1 of 5 rooms,Coed,2025-08-02 18:59:53
$750 / Month,"330 Phillip St, Waterloo",1 bedroom Icon housing,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:59:53
Spring 4 Month 1 Room (of 4)Coed,,,,Spring 4 Month,1 of 4 rooms,Coed,2025-08-02 18:59:53
$1020 / Month,"345 King St N, Waterloo",PRIVATE ROOM(S) FOR RENT,,Spring 4 Month,3 of 5 rooms,Coed,2025-08-02 18:59:53
Spring 4 Month 3 Rooms (of 5)Coed,,,,Spring 4 Month,3 of 5 rooms,Coed,2025-08-02 18:59:53
$548 / Month,"268 Phillip St, Waterloo",One bedroom available for rent in a 3 bedroom ...,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:59:53
Spring 4 Month 1 Room (of 3)Female Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:59:53
$800 / Month,"15 Marshall St, Waterloo",Room near Laurier – 2 Min Walk,,Winter 4 Month,1 of 3 rooms,Coed,2025-08-02 18:59:57
Winter 4 Month 1 Room (of 3)Coed,,,,Winter 4 Month,1 of 3 rooms,Coed,2025-08-02 18:59:57
$875 / Month,,"Cedarvale Crescent, Waterloo",,Spring Lease,1 of 1 rooms,Male Only,2025-08-02 18:59:57
$1150 / Month,"315 King St N, Waterloo",,1 Bed 1 Bath,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:57
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:57
$700 / Month,"268 Phillip St, Waterloo",,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:59:57
Spring 4 Month 1 Room (of 3)Male Only,,,,Spring 4 Month,1 of 3 rooms,Male Only,2025-08-02 18:59:57
$700 / Month,"288 Albert St, Waterloo",spacious private room for rent - price negotiable ...,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:59:57
Spring 4 Month 1 Room (of 4)Female Only,,,,Spring 4 Month,1 of 4 rooms,Male Only,2025-08-02 18:59:57
$580 / Month,"350 Lester St, Waterloo",Spring sublet!,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:57
Spring 4 Month 1 Room (of 5)Female Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:57
$1849 / Month,"145 Columbia St W, Waterloo",2 Bedroom Society 145 BOTH ROOMS AVAILABLE,,Spring 4 Month,2 of 2 rooms,Male Only,2025-08-02 18:59:57
Spring 4 Month 2 Rooms (of 2)Male Only,,,,Spring 4 Month,2 of 2 rooms,Male Only,2025-08-02 18:59:57
$799 / Month,"104 University Ave W, Waterloo",Spring 2025 Room Sublet,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:57
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:57
$900 / Month,"181 Lester St, Waterloo",Spacious Bedroom at 181 Lester,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:57
Spring 4 Month 1 Room (of 5)Male Only,,,,Spring 4 Month,1 of 5 rooms,Male Only,2025-08-02 18:59:57
$600 / Month,"268 Phillip St, Waterloo",,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:59:57
Spring 4 Month 1 Room (of 2)Female Only,,,,Spring 4 Month,1 of 2 rooms,Male Only,2025-08-02 18:59:57
